name,rating,categories,address,zip_code,embedding_text
Maya Bistro,4.7,Restaurant,"5649 Langston Blvd., Arlington",22201,"Maya Bistro. Category: Restaurant. Known for Restaurant dishes. Located at 5649 Langston Blvd., Arlington. Rated 4.7 stars. A popular spot for people craving Restaurant or similar foods."
Lantern Restaurant & Bar,4.7,"Meal Takeaway, Bar","320 23rd St S #300, Arlington",22201,"Lantern Restaurant & Bar. Category: Meal Takeaway, Bar. Known for Meal Takeaway, Bar dishes. Located at 320 23rd St S #300, Arlington. Rated 4.7 stars. A popular spot for people craving Meal Takeaway, Bar or similar foods."
Hawkers Asian Street Food,4.7,Restaurant,"4201 Wilson Blvd #0170, Arlington",22201,"Hawkers Asian Street Food. Category: Restaurant. Known for Restaurant dishes. Located at 4201 Wilson Blvd #0170, Arlington. Rated 4.7 stars. A popular spot for people craving Restaurant or similar foods."
Immigrant Food Ballston,4.6,Restaurant,"4245 Fairfax Dr, Arlington",22201,"Immigrant Food Ballston. Category: Restaurant. Known for Restaurant dishes. Located at 4245 Fairfax Dr, Arlington. Rated 4.6 stars. A popular spot for people craving Restaurant or similar foods."
Alshami Restaurant,4.6,Restaurant,"5216 Wilson Blvd suit b, Arlington",22201,"Alshami Restaurant. Category: Restaurant. Known for Restaurant dishes. Located at 5216 Wilson Blvd suit b, Arlington. Rated 4.6 stars. A popular spot for people craving Restaurant or similar foods."
Padaek Arlington Ridge,4.6,Restaurant,"2931 S Glebe Rd, Arlington",22201,"Padaek Arlington Ridge. Category: Restaurant. Known for Restaurant dishes. Located at 2931 S Glebe Rd, Arlington. Rated 4.6 stars. A popular spot for people craving Restaurant or similar foods."
Akivva Grill,4.6,Restaurant,"2921 S Glebe Rd, Arlington",22201,"Akivva Grill. Category: Restaurant. Known for Restaurant dishes. Located at 2921 S Glebe Rd, Arlington. Rated 4.6 stars. A popular spot for people craving Restaurant or similar foods."
Bethel Cafe,4.6,Restaurant,"3045 Columbia Pike, Arlington",22201,"Bethel Cafe. Category: Restaurant. Known for Restaurant dishes. Located at 3045 Columbia Pike, Arlington. Rated 4.6 stars. A popular spot for people craving Restaurant or similar foods."
Café Sazón,4.6,"Bakery, Cafe, Store","4704 Columbia Pike, Arlington",22201,"Café Sazón. Category: Bakery, Cafe, Store. Known for Bakery, Cafe, Store dishes. Located at 4704 Columbia Pike, Arlington. Rated 4.6 stars. A popular spot for people craving Bakery, Cafe, Store or similar foods."
Eli's Taqueria,4.6,Restaurant,"3207 Columbia Pike A- UPSTAIRS, Arlington",22201,"Eli's Taqueria. Category: Restaurant. Known for Restaurant dishes. Located at 3207 Columbia Pike A- UPSTAIRS, Arlington. Rated 4.6 stars. A popular spot for people craving Restaurant or similar foods."
Arlington Kabob,4.6,Restaurant,"5046 Langston Blvd., Arlington",22201,"Arlington Kabob. Category: Restaurant. Known for Restaurant dishes. Located at 5046 Langston Blvd., Arlington. Rated 4.6 stars. A popular spot for people craving Restaurant or similar foods."
Guapo's Restaurant,4.5,Restaurant,"4028 Campbell Ave, Arlington",22201,"Guapo's Restaurant. Category: Restaurant. Known for Restaurant dishes. Located at 4028 Campbell Ave, Arlington. Rated 4.5 stars. A popular spot for people craving Restaurant or similar foods."
Kabob Garden,4.5,Restaurant,"933 N Quincy St, Arlington",22201,"Kabob Garden. Category: Restaurant. Known for Restaurant dishes. Located at 933 N Quincy St, Arlington. Rated 4.5 stars. A popular spot for people craving Restaurant or similar foods."
Queen Mother's Kitchen,4.5,Restaurant,"1711 Crystal Dr, Arlington",22201,"Queen Mother's Kitchen. Category: Restaurant. Known for Restaurant dishes. Located at 1711 Crystal Dr, Arlington. Rated 4.5 stars. A popular spot for people craving Restaurant or similar foods."
Gyu-Kaku Japanese BBQ,4.5,Bar,"1119 N Hudson St, Arlington",22201,"Gyu-Kaku Japanese BBQ. Category: Bar. Known for Bar dishes. Located at 1119 N Hudson St, Arlington. Rated 4.5 stars. A popular spot for people craving Bar or similar foods."
La Union Restaurant,4.5,Restaurant,"5517 Wilson Blvd, Arlington",22201,"La Union Restaurant. Category: Restaurant. Known for Restaurant dishes. Located at 5517 Wilson Blvd, Arlington. Rated 4.5 stars. A popular spot for people craving Restaurant or similar foods."
"wagamama, clarendon, arlington",4.5,Restaurant,"2950 Clarendon Blvd, Court House",22201,"wagamama, clarendon, arlington. Category: Restaurant. Known for Restaurant dishes. Located at 2950 Clarendon Blvd, Court House. Rated 4.5 stars. A popular spot for people craving Restaurant or similar foods."
NiHao Arlington,4.4,Restaurant,"1550 Crystal Dr Suite F, Arlington",22201,"NiHao Arlington. Category: Restaurant. Known for Restaurant dishes. Located at 1550 Crystal Dr Suite F, Arlington. Rated 4.4 stars. A popular spot for people craving Restaurant or similar foods."
Bob & Edith's Diner - Columbia Pike,4.4,Restaurant,"2310 Columbia Pike, Arlington",22201,"Bob & Edith's Diner - Columbia Pike. Category: Restaurant. Known for Restaurant dishes. Located at 2310 Columbia Pike, Arlington. Rated 4.4 stars. A popular spot for people craving Restaurant or similar foods."
Gyu San Japanese BBQ & Bar,4.4,Restaurant,"4300 Wilson Blvd Suite 150, Arlington",22201,"Gyu San Japanese BBQ & Bar. Category: Restaurant. Known for Restaurant dishes. Located at 4300 Wilson Blvd Suite 150, Arlington. Rated 4.4 stars. A popular spot for people craving Restaurant or similar foods."
Urban Thai Restaurant,4.4,Bar,"561 23rd St S, Arlington",22201,"Urban Thai Restaurant. Category: Bar. Known for Bar dishes. Located at 561 23rd St S, Arlington. Rated 4.4 stars. A popular spot for people craving Bar or similar foods."
Rus Uz,4.4,Meal Takeaway,"1000 N Randolph St #3a, Arlington",22201,"Rus Uz. Category: Meal Takeaway. Known for Meal Takeaway dishes. Located at 1000 N Randolph St #3a, Arlington. Rated 4.4 stars. A popular spot for people craving Meal Takeaway or similar foods."
Yunnan By Potomac,4.4,Restaurant,"721 15th St S Unit 150, Arlington",22201,"Yunnan By Potomac. Category: Restaurant. Known for Restaurant dishes. Located at 721 15th St S Unit 150, Arlington. Rated 4.4 stars. A popular spot for people craving Restaurant or similar foods."
Soca Fusion,4.4,Restaurant,"3205 Columbia Pike, Arlington",22201,"Soca Fusion. Category: Restaurant. Known for Restaurant dishes. Located at 3205 Columbia Pike, Arlington. Rated 4.4 stars. A popular spot for people craving Restaurant or similar foods."
Yuraku Japanese Restaurant,4.4,Restaurant,"1850 Fort Myer Dr, Arlington",22201,"Yuraku Japanese Restaurant. Category: Restaurant. Known for Restaurant dishes. Located at 1850 Fort Myer Dr, Arlington. Rated 4.4 stars. A popular spot for people craving Restaurant or similar foods."
1983 Chinese Cuisine Restaurant,4.4,Restaurant,"1101 S Joyce St B26, Arlington",22201,"1983 Chinese Cuisine Restaurant. Category: Restaurant. Known for Restaurant dishes. Located at 1101 S Joyce St B26, Arlington. Rated 4.4 stars. A popular spot for people craving Restaurant or similar foods."
Bostan Uyghur Cuisine,4.4,Restaurant,"3911 Langston Blvd., Arlington",22201,"Bostan Uyghur Cuisine. Category: Restaurant. Known for Restaurant dishes. Located at 3911 Langston Blvd., Arlington. Rated 4.4 stars. A popular spot for people craving Restaurant or similar foods."
Asahi,4.4,Restaurant,"2250 Clarendon Blvd G, Arlington",22201,"Asahi. Category: Restaurant. Known for Restaurant dishes. Located at 2250 Clarendon Blvd G, Arlington. Rated 4.4 stars. A popular spot for people craving Restaurant or similar foods."
Ryu Izakaya,4.4,Restaurant,"3030 Columbia Pike, Arlington",22201,"Ryu Izakaya. Category: Restaurant. Known for Restaurant dishes. Located at 3030 Columbia Pike, Arlington. Rated 4.4 stars. A popular spot for people craving Restaurant or similar foods."
Saigon Saigon,4.4,Restaurant,"1101 S Joyce St B16, Arlington",22201,"Saigon Saigon. Category: Restaurant. Known for Restaurant dishes. Located at 1101 S Joyce St B16, Arlington. Rated 4.4 stars. A popular spot for people craving Restaurant or similar foods."
Enjera Restaurant,4.4,Bar,"549 23rd St S, Arlington",22201,"Enjera Restaurant. Category: Bar. Known for Bar dishes. Located at 549 23rd St S, Arlington. Rated 4.4 stars. A popular spot for people craving Bar or similar foods."
Lost Dog Cafe - South Arlington,4.3,"Liquor Store, Meal Takeaway, Meal Delivery","2920 Columbia Pike, Arlington",22201,"Lost Dog Cafe - South Arlington. Category: Liquor Store, Meal Takeaway, Meal Delivery. Known for Liquor Store, Meal Takeaway, Meal Delivery dishes. Located at 2920 Columbia Pike, Arlington. Rated 4.3 stars. A popular spot for people craving Liquor Store, Meal Takeaway, Meal Delivery or similar foods."
Takohachi Japanese Restaurant,4.3,Meal Takeaway,"2501 Columbia Pike, Arlington",22201,"Takohachi Japanese Restaurant. Category: Meal Takeaway. Known for Meal Takeaway dishes. Located at 2501 Columbia Pike, Arlington. Rated 4.3 stars. A popular spot for people craving Meal Takeaway or similar foods."
Toryumon Japanese House-Arlington,4.3,Meal Takeaway,"1650 Wilson Blvd Suite 100B, Arlington",22201,"Toryumon Japanese House-Arlington. Category: Meal Takeaway. Known for Meal Takeaway dishes. Located at 1650 Wilson Blvd Suite 100B, Arlington. Rated 4.3 stars. A popular spot for people craving Meal Takeaway or similar foods."
Bonchon Arlington,4.3,Meal Takeaway,"2201 N Pershing Dr Suite E, Arlington",22201,"Bonchon Arlington. Category: Meal Takeaway. Known for Meal Takeaway dishes. Located at 2201 N Pershing Dr Suite E, Arlington. Rated 4.3 stars. A popular spot for people craving Meal Takeaway or similar foods."
Ocean Shack Arlington,4.3,Restaurant,"2163 N Glebe Rd, Arlington",22201,"Ocean Shack Arlington. Category: Restaurant. Known for Restaurant dishes. Located at 2163 N Glebe Rd, Arlington. Rated 4.3 stars. A popular spot for people craving Restaurant or similar foods."
CHIKO,4.3,Restaurant,"4040 Campbell Ave, Arlington",22201,"CHIKO. Category: Restaurant. Known for Restaurant dishes. Located at 4040 Campbell Ave, Arlington. Rated 4.3 stars. A popular spot for people craving Restaurant or similar foods."
Guajillo,4.3,Bar,"1727 Wilson Blvd, Arlington",22201,"Guajillo. Category: Bar. Known for Bar dishes. Located at 1727 Wilson Blvd, Arlington. Rated 4.3 stars. A popular spot for people craving Bar or similar foods."
Grill Kabob,4.2,Restaurant,"708 N Glebe Rd, Arlington",22201,"Grill Kabob. Category: Restaurant. Known for Restaurant dishes. Located at 708 N Glebe Rd, Arlington. Rated 4.2 stars. A popular spot for people craving Restaurant or similar foods."
Peter Chang,4.2,Restaurant,"2503-E N Harrison St, Arlington",22201,"Peter Chang. Category: Restaurant. Known for Restaurant dishes. Located at 2503-E N Harrison St, Arlington. Rated 4.2 stars. A popular spot for people craving Restaurant or similar foods."
Taste of Egypt,4.2,Restaurant,"5515 Wilson Blvd, Arlington",22201,"Taste of Egypt. Category: Restaurant. Known for Restaurant dishes. Located at 5515 Wilson Blvd, Arlington. Rated 4.2 stars. A popular spot for people craving Restaurant or similar foods."
Top's China,4.2,Restaurant,"2520 Columbia Pike, Arlington",22201,"Top's China. Category: Restaurant. Known for Restaurant dishes. Located at 2520 Columbia Pike, Arlington. Rated 4.2 stars. A popular spot for people craving Restaurant or similar foods."
Grand Hunan Restaurant,4.2,Meal Delivery,"5845 Washington Blvd, Arlington",22201,"Grand Hunan Restaurant. Category: Meal Delivery. Known for Meal Delivery dishes. Located at 5845 Washington Blvd, Arlington. Rated 4.2 stars. A popular spot for people craving Meal Delivery or similar foods."
DOS GENERACIONES RESTAURANT,4.0,Restaurant,"36 S Glebe Rd, Arlington",22201,"DOS GENERACIONES RESTAURANT. Category: Restaurant. Known for Restaurant dishes. Located at 36 S Glebe Rd, Arlington. Rated 4 stars. A popular spot for people craving Restaurant or similar foods."
Bun'd Up,3.9,Restaurant,"1201 S Joyce St, Arlington",22201,"Bun'd Up. Category: Restaurant. Known for Restaurant dishes. Located at 1201 S Joyce St, Arlington. Rated 3.9 stars. A popular spot for people craving Restaurant or similar foods."
Andy's Carry Out,3.6,Restaurant,"5033 Columbia Pike, Arlington",22201,"Andy's Carry Out. Category: Restaurant. Known for Restaurant dishes. Located at 5033 Columbia Pike, Arlington. Rated 3.6 stars. A popular spot for people craving Restaurant or similar foods."
Noonchi,3.6,Restaurant,"1201 S Joyce St C5, Arlington",22201,"Noonchi. Category: Restaurant. Known for Restaurant dishes. Located at 1201 S Joyce St C5, Arlington. Rated 3.6 stars. A popular spot for people craving Restaurant or similar foods."
Good Fortune Chinese Restaurant,3.5,Restaurant,"3209 Columbia Pike, Arlington",22201,"Good Fortune Chinese Restaurant. Category: Restaurant. Known for Restaurant dishes. Located at 3209 Columbia Pike, Arlington. Rated 3.5 stars. A popular spot for people craving Restaurant or similar foods."
Potomac Restaurant & Lounge,2.9,Bar,"900 S Orme St, Arlington",22201,"Potomac Restaurant & Lounge. Category: Bar. Known for Bar dishes. Located at 900 S Orme St, Arlington. Rated 2.9 stars. A popular spot for people craving Bar or similar foods."
Engocha Restaurants,0.0,Restaurant,"3823 B1 S George Mason Dr, Falls Church",22201,"Engocha Restaurants. Category: Restaurant. Known for Restaurant dishes. Located at 3823 B1 S George Mason Dr, Falls Church. Rated N/A stars. A popular spot for people craving Restaurant or similar foods."
